old_ethnic,Date,rainfall
BASHI,2014-01-01T00:00:00,0.16937403232948375
BASARI,2014-01-01T00:00:00,0.13389304001569474
BASA,2014-01-01T00:00:00,0.14037082670719797
BARI,2014-01-01T00:00:00,0.14040196659652032
BARGU,2014-01-01T00:00:00,0.12416457847660817
BAREA,2014-01-01T00:00:00,0.03546588703754358
BARARETTA,2014-01-01T00:00:00,0.04764772205481068
BARABRA,2014-01-01T00:00:00,0.0017733833827151782
BARA,2014-01-01T00:00:00,0.09497133109859572
BANZIRI,2014-01-01T00:00:00,0.1914881227773469
BANZA,2014-01-01T00:00:00,0.17785941719823556
BANYUN,2014-01-01T00:00:00,0.15331297069255276
BANGI,2014-01-01T00:00:00,0.19449279419991927
BANGBA,2014-01-01T00:00:00,0.18672766126437848
BANGANDU,2014-01-01T00:00:00,0.16893178054836588
BANDA,2014-01-01T00:00:00,0.15892776948269166
BAMILEKE,2014-01-01T00:00:00,0.17651467784671682
BAMBARA,2014-01-01T00:00:00,0.09994776492476654
BALANTE,2014-01-01T00:00:00,0.14415044993329953
BAKWE,2014-01-01T00:00:00,0.2261090555050867
BAKO,2014-01-01T00:00:00,0.1333581381595513
BAKAKARI,2014-01-01T00:00:00,0.11092240831225235
BAJUN,2014-01-01T00:00:00,0.07910612277379683
BAHARIYA,2014-01-01T00:00:00,1.974863162005786E-4
BAGIRMI,2014-01-01T00:00:00,0.07280597158665653
BAGA,2014-01-01T00:00:00,0.28124861203380036
BACHAMA,2014-01-01T00:00:00,0.11904426241568121
BABWA,2014-01-01T00:00:00,0.2036671709973304
BABUKUR,2014-01-01T00:00:00,0.16494763319272537
AZJER,2014-01-01T00:00:00,0.0021041688040794038
AZANDE,2014-01-01T00:00:00,0.17684471887704892
AWIYA,2014-01-01T00:00:00,0.20280509385944673
AVIKAM,2014-01-01T00:00:00,0.22756145653226262
AVATIME,2014-01-01T00:00:00,0.13461619326748797
AUYOKAWA,2014-01-01T00:00:00,0.08040283633756114
AUSHI,2014-01-01T00:00:00,0.14924460390025082
AULLIMINDEN,2014-01-01T00:00:00,0.02326427671535518
ATYUTI,2014-01-01T00:00:00,0.133550679113666
ATTIE,2014-01-01T00:00:00,0.17625165426782333
ATTA,2014-01-01T00:00:00,0.027848964377466118
ASSINI,2014-01-01T00:00:00,0.18173020856422287
ASHANTI,2014-01-01T00:00:00,0.15036859871483976
ASBEN,2014-01-01T00:00:00,0.009986309369541002
ARUSI,2014-01-01T00:00:00,0.08761615179273984
ARI,2014-01-01T00:00:00,0.19511206522531893
ARAGO,2014-01-01T00:00:00,0.13065229313308102
ARAD,2014-01-01T00:00:00,0.015603473002480942
ANYI,2014-01-01T00:00:00,0.16084838982917296
ANYANG,2014-01-01T00:00:00,0.30345418303235655
ANUAK,2014-01-01T00:00:00,0.16046143672957847
ANTESSAR,2014-01-01T00:00:00,0.020179560533047786
ANTANDROY,2014-01-01T00:00:00,0.10734966437286901
ANTAISAKA,2014-01-01T00:00:00,0.1877408495696516
ANGAS,2014-01-01T00:00:00,0.10242006102096025
ANAG,2014-01-01T00:00:00,0.028432106419105214
ANA,2014-01-01T00:00:00,0.1355348943402999
AMHARA,2014-01-01T00:00:00,0.15138346515143572
AMER,2014-01-01T00:00:00,0.023913192710478655
AMBO,2014-01-01T00:00:00,0.06367301159144227
AMBA,2014-01-01T00:00:00,0.14625119518689336
AMARAR,2014-01-01T00:00:00,0.010968865364860652
ALUR,2014-01-01T00:00:00,0.14089698780169124
ALGERIANS,2014-01-01T00:00:00,0.06153487480335943
ALAGYA,2014-01-01T00:00:00,0.08169815544541813
AKYEM,2014-01-01T00:00:00,0.1481507315121446
AKPOSO,2014-01-01T00:00:00,0.13950201842367016
AJUKRU,2014-01-01T00:00:00,0.21564811064614245
AHAGGAREN,2014-01-01T00:00:00,0.006448774128635521
AFUSARE,2014-01-01T00:00:00,0.12356732706319613
AFO,2014-01-01T00:00:00,0.12593088719269932
AFAR,2014-01-01T00:00:00,0.040851408834589924
